"screen_name";"username";"user_id";"tweet_id";"tweet_url";"timestamp";"timestamp_epochs";"text";"text_html";"links";"hashtags";"has_media";"img_urls";"video_url";"likes";"retweets";"replies";"is_replied";"is_reply_to";"parent_tweet_id";"reply_to_users"
"OneikaMays";"Oneika Mays";"22494023";"901573272961261568";"/OneikaMays/status/901573272961261568";"2017-08-26 22:33:13";1503786793;"When someone turns you into a unicorn. #jerseycity #jerseycitypride #heretohelp #statefarm @… https://www.instagram.com/p/BYRh6SvDsOU/ ";"<p class=""TweetTextSize js-tweet-text tweet-text"" data-aria-label-part=""0"" lang=""en"">When someone turns you into a unicorn. <a class=""twitter-hashtag pretty-link js-nav"" data-query-source=""hashtag_click"" dir=""ltr"" href=""/hashtag/jerseycity?src=hash""><s>#</s><b>jerseycity</b></a> <a class=""twitter-hashtag pretty-link js-nav"" data-query-source=""hashtag_click"" dir=""ltr"" href=""/hashtag/jerseycitypride?src=hash""><s>#</s><b>jerseycitypride</b></a> <a class=""twitter-hashtag pretty-link js-nav"" data-query-source=""hashtag_click"" dir=""ltr"" href=""/hashtag/heretohelp?src=hash""><s>#</s><b>heretohelp</b></a> <a class=""twitter-hashtag pretty-link js-nav"" data-query-source=""hashtag_click"" dir=""ltr"" href=""/hashtag/statefarm?src=hash""><s>#</s><b><strong>statefarm</strong></b></a> @… <a class=""twitter-timeline-link"" data-expanded-url=""https://www.instagram.com/p/BYRh6SvDsOU/"" dir=""ltr"" href=""https://t.co/tGJEHS7Gpd"" rel=""nofollow noopener"" target=""_blank"" title=""https://www.instagram.com/p/BYRh6SvDsOU/""><span class=""tco-ellipsis""></span><span class=""invisible"">https://www.</span><span class=""js-display-url"">instagram.com/p/BYRh6SvDsOU/</span><span class=""invisible""></span><span class=""tco-ellipsis""><span class=""invisible""> </span></span></a></p>";"['https://www.instagram.com/p/BYRh6SvDsOU/']";"['jerseycity', 'jerseycitypride', 'heretohelp', 'statefarm']";False;"[]";"";0;0;0;False;False;"";"[]"
"STACKZWONDER14";"stackzondeckz";"1514959376";"885361735942758400";"/STACKZWONDER14/status/885361735942758400";"2017-07-13 04:54:21";1499921661;"RepostBy @wavegod360: 
""When you do the state farm in real life. Follow my queen kirby2cute… https://www.instagram.com/p/BWeVwnVFQu7/ ";"<p class=""TweetTextSize js-tweet-text tweet-text"" data-aria-label-part=""0"" lang=""en"">RepostBy <a class=""twitter-atreply pretty-link js-nav"" data-mentioned-user-id=""4616526194"" dir=""ltr"" href=""/WaveGod360""><s>@</s><b>wavegod360</b></a>: 
""When you do the <strong>state farm</strong> in real life. Follow my queen kirby2cute… <a class=""twitter-timeline-link"" data-expanded-url=""https://www.instagram.com/p/BWeVwnVFQu7/"" dir=""ltr"" href=""https://t.co/BrE6UuKFJf"" rel=""nofollow noopener"" target=""_blank"" title=""https://www.instagram.com/p/BWeVwnVFQu7/""><span class=""tco-ellipsis""></span><span class=""invisible"">https://www.</span><span class=""js-display-url"">instagram.com/p/BWeVwnVFQu7/</span><span class=""invisible""></span><span class=""tco-ellipsis""><span class=""invisible""> </span></span></a></p>";"['https://www.instagram.com/p/BWeVwnVFQu7/']";"[]";False;"[]";"";0;0;0;False;False;"";"[]"
"OneikaMays";"Oneika Mays";"22494023";"901573272961261568";"/OneikaMays/status/901573272961261568";"2017-08-26 22:33:13";1503786793;"When someone turns you into a unicorn. #jerseycity #jerseycitypride #heretohelp #statefarm @… https://www.instagram.com/p/BYRh6SvDsOU/ ";"<p class=""TweetTextSize js-tweet-text tweet-text"" data-aria-label-part=""0"" lang=""en"">When someone turns you into a unicorn. <a class=""twitter-hashtag pretty-link js-nav"" data-query-source=""hashtag_click"" dir=""ltr"" href=""/hashtag/jerseycity?src=hash""><s>#</s><b>jerseycity</b></a> <a class=""twitter-hashtag pretty-link js-nav"" data-query-source=""hashtag_click"" dir=""ltr"" href=""/hashtag/jerseycitypride?src=hash""><s>#</s><b>jerseycitypride</b></a> <a class=""twitter-hashtag pretty-link js-nav"" data-query-source=""hashtag_click"" dir=""ltr"" href=""/hashtag/heretohelp?src=hash""><s>#</s><b>heretohelp</b></a> <a class=""twitter-hashtag pretty-link js-nav"" data-query-source=""hashtag_click"" dir=""ltr"" href=""/hashtag/statefarm?src=hash""><s>#</s><b><strong>statefarm</strong></b></a> @… <a class=""twitter-timeline-link"" data-expanded-url=""https://www.instagram.com/p/BYRh6SvDsOU/"" dir=""ltr"" href=""https://t.co/tGJEHS7Gpd"" rel=""nofollow noopener"" target=""_blank"" title=""https://www.instagram.com/p/BYRh6SvDsOU/""><span class=""tco-ellipsis""></span><span class=""invisible"">https://www.</span><span class=""js-display-url"">instagram.com/p/BYRh6SvDsOU/</span><span class=""invisible""></span><span class=""tco-ellipsis""><span class=""invisible""> </span></span></a></p>";"['https://www.instagram.com/p/BYRh6SvDsOU/']";"['jerseycity', 'jerseycitypride', 'heretohelp', 'statefarm']";False;"[]";"";0;0;0;False;False;"";"[]"
"STACKZWONDER14";"stackzondeckz";"1514959376";"885361735942758400";"/STACKZWONDER14/status/885361735942758400";"2017-07-13 04:54:21";1499921661;"RepostBy @wavegod360: 
""When you do the state farm in real life. Follow my queen kirby2cute… https://www.instagram.com/p/BWeVwnVFQu7/ ";"<p class=""TweetTextSize js-tweet-text tweet-text"" data-aria-label-part=""0"" lang=""en"">RepostBy <a class=""twitter-atreply pretty-link js-nav"" data-mentioned-user-id=""4616526194"" dir=""ltr"" href=""/WaveGod360""><s>@</s><b>wavegod360</b></a>: 
""When you do the <strong>state farm</strong> in real life. Follow my queen kirby2cute… <a class=""twitter-timeline-link"" data-expanded-url=""https://www.instagram.com/p/BWeVwnVFQu7/"" dir=""ltr"" href=""https://t.co/BrE6UuKFJf"" rel=""nofollow noopener"" target=""_blank"" title=""https://www.instagram.com/p/BWeVwnVFQu7/""><span class=""tco-ellipsis""></span><span class=""invisible"">https://www.</span><span class=""js-display-url"">instagram.com/p/BWeVwnVFQu7/</span><span class=""invisible""></span><span class=""tco-ellipsis""><span class=""invisible""> </span></span></a></p>";"['https://www.instagram.com/p/BWeVwnVFQu7/']";"[]";False;"[]";"";0;0;0;False;False;"";"[]"
"allaboutmkt";"All About Marketing";"320336872";"765630992258174976";"/allaboutmkt/status/765630992258174976";"2016-08-16 19:27:07";1471375627;"Forget Your Shampoo at Bonnaroo? #State_Farm's Music Fest Campaign Is 'Here to Help' http://dlvr.it/M33rmJ  #marketing";"<p class=""TweetTextSize js-tweet-text tweet-text"" data-aria-label-part=""0"" lang=""en"">Forget Your Shampoo at Bonnaroo? <a class=""twitter-hashtag pretty-link js-nav"" data-query-source=""hashtag_click"" dir=""ltr"" href=""/hashtag/State_Farm?src=hash""><s>#</s><b><strong>State_Farm</strong></b></a>'s Music Fest Campaign Is 'Here to Help' <a class=""twitter-timeline-link"" data-expanded-url=""http://dlvr.it/M33rmJ"" dir=""ltr"" href=""https://t.co/bLhJEGKLtp"" rel=""nofollow noopener"" target=""_blank"" title=""http://dlvr.it/M33rmJ""><span class=""tco-ellipsis""></span><span class=""invisible"">http://</span><span class=""js-display-url"">dlvr.it/M33rmJ</span><span class=""invisible""></span><span class=""tco-ellipsis""><span class=""invisible""> </span></span></a> <a class=""twitter-hashtag pretty-link js-nav"" data-query-source=""hashtag_click"" dir=""ltr"" href=""/hashtag/marketing?src=hash""><s>#</s><b>marketing</b></a></p>";"['http://dlvr.it/M33rmJ']";"['State_Farm', 'marketing']";False;"[]";"";0;0;0;False;False;"";"[]"
"TheStyleWright";"Kasey Ma";"36899503";"750113752519811072";"/TheStyleWright/status/750113752519811072";"2016-07-04 23:47:09";1467676029;"Bringing this puppy to the fireworks in stylish earmuffs  #HereToHelp #statefarm @ Hudson River… https://www.instagram.com/p/BHdWGlMhK8d/ ";"<p class=""TweetTextSize js-tweet-text tweet-text"" data-aria-label-part=""0"" lang=""en"">Bringing this puppy to the fireworks in stylish earmuffs <img alt=""😎"" aria-label=""Emoji: Smiling face with sunglasses"" class=""Emoji Emoji--forText"" draggable=""false"" src=""https://abs.twimg.com/emoji/v2/72x72/1f60e.png"" title=""Smiling face with sunglasses""/> <a class=""twitter-hashtag pretty-link js-nav"" data-query-source=""hashtag_click"" dir=""ltr"" href=""/hashtag/HereToHelp?src=hash""><s>#</s><b>HereToHelp</b></a> <a class=""twitter-hashtag pretty-link js-nav"" data-query-source=""hashtag_click"" dir=""ltr"" href=""/hashtag/statefarm?src=hash""><s>#</s><b><strong>statefarm</strong></b></a> @ Hudson River… <a class=""twitter-timeline-link"" data-expanded-url=""https://www.instagram.com/p/BHdWGlMhK8d/"" dir=""ltr"" href=""https://t.co/JpGaCd8dj3"" rel=""nofollow noopener"" target=""_blank"" title=""https://www.instagram.com/p/BHdWGlMhK8d/""><span class=""tco-ellipsis""></span><span class=""invisible"">https://www.</span><span class=""js-display-url"">instagram.com/p/BHdWGlMhK8d/</span><span class=""invisible""></span><span class=""tco-ellipsis""><span class=""invisible""> </span></span></a></p>";"['https://www.instagram.com/p/BHdWGlMhK8d/']";"['HereToHelp', 'statefarm']";False;"[]";"";0;0;0;False;False;"";"[]"
"allaboutmkt";"All About Marketing";"320336872";"765630992258174976";"/allaboutmkt/status/765630992258174976";"2016-08-16 19:27:07";1471375627;"Forget Your Shampoo at Bonnaroo? #State_Farm's Music Fest Campaign Is 'Here to Help' http://dlvr.it/M33rmJ  #marketing";"<p class=""TweetTextSize js-tweet-text tweet-text"" data-aria-label-part=""0"" lang=""en"">Forget Your Shampoo at Bonnaroo? <a class=""twitter-hashtag pretty-link js-nav"" data-query-source=""hashtag_click"" dir=""ltr"" href=""/hashtag/State_Farm?src=hash""><s>#</s><b><strong>State_Farm</strong></b></a>'s Music Fest Campaign Is 'Here to Help' <a class=""twitter-timeline-link"" data-expanded-url=""http://dlvr.it/M33rmJ"" dir=""ltr"" href=""https://t.co/bLhJEGKLtp"" rel=""nofollow noopener"" target=""_blank"" title=""http://dlvr.it/M33rmJ""><span class=""tco-ellipsis""></span><span class=""invisible"">http://</span><span class=""js-display-url"">dlvr.it/M33rmJ</span><span class=""invisible""></span><span class=""tco-ellipsis""><span class=""invisible""> </span></span></a> <a class=""twitter-hashtag pretty-link js-nav"" data-query-source=""hashtag_click"" dir=""ltr"" href=""/hashtag/marketing?src=hash""><s>#</s><b>marketing</b></a></p>";"['http://dlvr.it/M33rmJ']";"['State_Farm', 'marketing']";False;"[]";"";0;0;0;False;False;"";"[]"
"TheStyleWright";"Kasey Ma";"36899503";"750113752519811072";"/TheStyleWright/status/750113752519811072";"2016-07-04 23:47:09";1467676029;"Bringing this puppy to the fireworks in stylish earmuffs  #HereToHelp #statefarm @ Hudson River… https://www.instagram.com/p/BHdWGlMhK8d/ ";"<p class=""TweetTextSize js-tweet-text tweet-text"" data-aria-label-part=""0"" lang=""en"">Bringing this puppy to the fireworks in stylish earmuffs <img alt=""😎"" aria-label=""Emoji: Smiling face with sunglasses"" class=""Emoji Emoji--forText"" draggable=""false"" src=""https://abs.twimg.com/emoji/v2/72x72/1f60e.png"" title=""Smiling face with sunglasses""/> <a class=""twitter-hashtag pretty-link js-nav"" data-query-source=""hashtag_click"" dir=""ltr"" href=""/hashtag/HereToHelp?src=hash""><s>#</s><b>HereToHelp</b></a> <a class=""twitter-hashtag pretty-link js-nav"" data-query-source=""hashtag_click"" dir=""ltr"" href=""/hashtag/statefarm?src=hash""><s>#</s><b><strong>statefarm</strong></b></a> @ Hudson River… <a class=""twitter-timeline-link"" data-expanded-url=""https://www.instagram.com/p/BHdWGlMhK8d/"" dir=""ltr"" href=""https://t.co/JpGaCd8dj3"" rel=""nofollow noopener"" target=""_blank"" title=""https://www.instagram.com/p/BHdWGlMhK8d/""><span class=""tco-ellipsis""></span><span class=""invisible"">https://www.</span><span class=""js-display-url"">instagram.com/p/BHdWGlMhK8d/</span><span class=""invisible""></span><span class=""tco-ellipsis""><span class=""invisible""> </span></span></a></p>";"['https://www.instagram.com/p/BHdWGlMhK8d/']";"['HereToHelp', 'statefarm']";False;"[]";"";0;0;0;False;False;"";"[]"
"allaboutmkt";"All About Marketing";"320336872";"710078182846631937";"/allaboutmkt/status/710078182846631937";"2016-03-16 12:20:06";1458130806;"#State_Farm Is Being Featured in Tonight's Episode of Black-ish http://dlvr.it/Kp5pF1  #marketing";"<p class=""TweetTextSize js-tweet-text tweet-text"" data-aria-label-part=""0"" lang=""en""><a class=""twitter-hashtag pretty-link js-nav"" data-query-source=""hashtag_click"" dir=""ltr"" href=""/hashtag/State_Farm?src=hash""><s>#</s><b><strong>State_Farm</strong></b></a> Is Being Featured in Tonight's Episode of Black-ish <a class=""twitter-timeline-link"" data-expanded-url=""http://dlvr.it/Kp5pF1"" dir=""ltr"" href=""https://t.co/qJlBgoSFNG"" rel=""nofollow noopener"" target=""_blank"" title=""http://dlvr.it/Kp5pF1""><span class=""tco-ellipsis""></span><span class=""invisible"">http://</span><span class=""js-display-url"">dlvr.it/Kp5pF1</span><span class=""invisible""></span><span class=""tco-ellipsis""><span class=""invisible""> </span></span></a> <a class=""twitter-hashtag pretty-link js-nav"" data-query-source=""hashtag_click"" dir=""ltr"" href=""/hashtag/marketing?src=hash""><s>#</s><b>marketing</b></a></p>";"['http://dlvr.it/Kp5pF1']";"['State_Farm', 'marketing']";False;"[]";"";0;0;0;False;False;"";"[]"
"KyleJossue11";"jusshavin funzzz";"3376382835";"687090952662593536";"/KyleJossue11/status/687090952662593536";"2016-01-13 01:57:03";1452650223;"I couldn't use Jake from state farm in my project so I used Jane from rate farm";"<p class=""TweetTextSize js-tweet-text tweet-text"" data-aria-label-part=""0"" lang=""en"">I couldn't use Jake from <strong>state farm</strong> in my project so I used Jane from rate farm</p>";"[]";"[]";False;"[]";"";0;0;0;False;False;"";"[]"
